gender,age,income,ed,card,jobsat,union,polview
Male,50,80,15,American Express,Neutral,No,Moderate
Male,20,18,15,American Express,Neutral,No,Liberal
Female,79,9,13,Mastercard,Highly satisfied,No,Moderate
Female,52,65,10,Visa,Somewhat dissatisfied,No,Slightly conservative
Female,62,32,7,Mastercard,Highly satisfied,No,Moderate
Male,25,19,15,Mastercard,Neutral,No,Conservative
Male,29,39,11,Mastercard,Neutral,No,Conservative
Male,18,19,13,American Express,Somewhat dissatisfied,No,Moderate
Female,70,123,18,Mastercard,Somewhat dissatisfied,Yes,Moderate
Male,18,24,13,Visa,Highly dissatisfied,No,Moderate
Female,37,33,13,Visa,Neutral,No,Conservative
Female,54,43,12,Discover,Somewhat satisfied,No,Slightly conservative
Female,28,22,15,Mastercard,Somewhat dissatisfied,No,Moderate
Male,48,50,20,Mastercard,Highly satisfied,No,Moderate
Female,74,142,17,Discover,Somewhat satisfied,No,Moderate
Male,54,77,17,Discover,Highly satisfied,No,Liberal
Male,57,85,19,Discover,Somewhat satisfied,No,Moderate
Male,29,21,13,American Express,Highly dissatisfied,No,Slightly conservative
Male,37,34,11,Other,Neutral,No,Conservative
Male,21,22,13,American Express,Somewhat dissatisfied,Yes,Liberal
Female,48,56,13,Discover,Neutral,Yes,Liberal
Female,43,37,12,Mastercard,Highly satisfied,No,Slightly liberal
Female,47,144,18,Discover,Neutral,Yes,Moderate
Female,32,39,15,Mastercard,Somewhat satisfied,Yes,Slightly conservative
Male,27,16,15,Mastercard,Neutral,No,Slightly liberal
Male,27,23,11,Mastercard,Somewhat satisfied,Yes,Moderate
Male,67,130,20,American Express,Somewhat dissatisfied,No,Slightly conservative
Female,30,19,16,Mastercard,Neutral,No,Slightly conservative
Female,67,28,16,American Express,Highly dissatisfied,Yes,Moderate
Female,52,248,13,Discover,Highly satisfied,No,Conservative
Male,73,33,15,American Express,Highly dissatisfied,Yes,Slightly liberal
Male,76,23,13,Discover,Neutral,No,Moderate
Male,23,28,15,Mastercard,Neutral,Yes,Liberal
Male,62,16,16,Discover,Neutral,No,Liberal
Female,55,130,14,Mastercard,Highly dissatisfied,Yes,Liberal
Male,24,18,15,Discover,Highly dissatisfied,No,Moderate
Male,20,18,13,American Express,Highly dissatisfied,Yes,Moderate
Female,39,35,15,American Express,Somewhat satisfied,No,Moderate
Male,21,28,16,American Express,Highly dissatisfied,No,Slightly conservative
Female,77,41,14,Discover,Neutral,No,Extremely conservative
Male,72,18,15,Mastercard,Somewhat dissatisfied,Yes,Slightly conservative
Male,20,15,9,Mastercard,Highly dissatisfied,No,Moderate
Female,62,45,14,Discover,Highly dissatisfied,No,Moderate
Female,62,112,19,Discover,Highly satisfied,No,Slightly conservative
Male,57,170,20,Visa,Neutral,No,Conservative
Female,20,18,15,American Express,Neutral,No,Moderate
Female,30,28,8,Mastercard,Neutral,No,Conservative
Female,35,36,18,Mastercard,Highly satisfied,No,Moderate
Male,69,103,18,Visa,Somewhat satisfied,No,Moderate
Male,35,51,15,Mastercard,Somewhat dissatisfied,No,Slightly liberal
Male,57,13,17,Discover,Somewhat satisfied,No,Extremely liberal
Male,71,11,16,Discover,Neutral,No,Slightly liberal
Female,77,10,15,Discover,Neutral,Yes,Slightly liberal
Male,26,20,9,Discover,Somewhat dissatisfied,No,Moderate
Male,23,19,15,Discover,Highly dissatisfied,No,Slightly conservative
Male,46,37,12,Visa,Somewhat dissatisfied,No,Extremely liberal
Female,32,28,10,Mastercard,Somewhat satisfied,No,Slightly conservative
Male,64,129,12,Discover,Neutral,No,Slightly conservative
Male,33,25,9,Visa,Neutral,No,Slightly conservative
Male,52,32,10,Visa,Neutral,No,Conservative
Female,25,29,14,Mastercard,Somewhat satisfied,Yes,Slightly conservative
Female,78,9,18,Mastercard,Highly satisfied,No,Moderate
Male,58,149,15,Visa,Somewhat satisfied,No,Conservative
Female,21,15,16,Visa,Highly dissatisfied,No,Conservative
Female,30,37,11,Mastercard,Somewhat dissatisfied,No,Slightly conservative
Female,78,12,12,Visa,Neutral,Yes,Slightly liberal
Male,79,15,13,Discover,Neutral,Yes,Conservative
Male,31,22,9,Visa,Somewhat dissatisfied,No,Slightly liberal
Male,58,35,22,Mastercard,Highly dissatisfied,No,Moderate
Male,48,88,14,Discover,Neutral,No,Slightly conservative
Male,30,65,14,American Express,Somewhat dissatisfied,No,Moderate
Male,69,87,12,Mastercard,Somewhat satisfied,No,Conservative
Female,52,137,20,Mastercard,Neutral,No,Slightly liberal
Female,27,33,17,American Express,Neutral,No,Moderate
Female,27,22,17,Mastercard,Highly satisfied,No,Moderate
Female,45,161,14,American Express,Somewhat dissatisfied,No,Moderate
Male,77,14,17,Visa,Neutral,No,Conservative
Male,36,41,20,American Express,Highly satisfied,No,Conservative
Male,69,12,12,Mastercard,Somewhat dissatisfied,No,Slightly conservative
Female,79,10,16,Visa,Neutral,No,Slightly conservative
Male,50,166,20,American Express,Neutral,Yes,Slightly conservative
Male,37,34,14,Visa,Highly satisfied,No,Slightly conservative
Male,37,85,14,Visa,Somewhat dissatisfied,No,Extremely conservative
Female,19,32,14,Discover,Neutral,No,Moderate
Male,56,219,17,Mastercard,Somewhat dissatisfied,No,Slightly liberal
Female,21,21,13,Other,Highly dissatisfied,No,Extremely liberal
Male,38,44,16,Discover,Neutral,No,Slightly conservative
Male,64,42,19,Discover,Highly satisfied,No,Liberal
Female,77,13,21,American Express,Somewhat satisfied,No,Liberal
Female,62,276,13,Discover,Somewhat dissatisfied,No,Conservative
Female,39,83,16,American Express,Neutral,No,Moderate
Male,19,17,14,Visa,Highly dissatisfied,No,Moderate
Female,74,23,13,Visa,Somewhat satisfied,No,Conservative
Female,39,49,20,Discover,Somewhat dissatisfied,No,Conservative
Female,40,83,19,American Express,Somewhat satisfied,No,Moderate
Male,41,59,14,Visa,Highly dissatisfied,No,Slightly conservative
Female,25,16,15,Mastercard,Neutral,No,Slightly liberal
Female,42,31,17,American Express,Somewhat satisfied,No,Liberal
Male,44,30,9,Other,Highly dissatisfied,Yes,Moderate
Female,32,28,13,Mastercard,Highly satisfied,No,Slightly conservative
Male,45,92,18,American Express,Somewhat dissatisfied,Yes,Moderate
Female,29,35,11,Discover,Neutral,No,Moderate
Female,34,43,12,Mastercard,Neutral,No,Slightly liberal
Male,31,37,13,Visa,Highly dissatisfied,No,Slightly liberal
Female,36,43,16,American Express,Neutral,No,Liberal
Female,55,49,16,Mastercard,Somewhat dissatisfied,No,Moderate
Female,47,31,11,Visa,Neutral,No,Moderate
Male,21,18,8,Visa,Somewhat dissatisfied,No,Slightly liberal
Male,63,88,11,Mastercard,Somewhat satisfied,No,Conservative
Male,59,39,19,Discover,Highly dissatisfied,No,Liberal
Male,48,94,18,American Express,Highly satisfied,No,Moderate
Male,76,44,15,Discover,Neutral,No,Moderate
Female,68,31,7,Visa,Somewhat satisfied,No,Liberal
Male,73,17,11,Visa,Highly satisfied,No,Extremely liberal
Female,55,11,11,Discover,Neutral,No,Liberal
Female,29,53,19,Discover,Somewhat dissatisfied,No,Liberal
Female,28,26,16,Mastercard,Highly satisfied,No,Moderate
Female,57,272,16,Mastercard,Somewhat dissatisfied,No,Conservative
Female,76,13,9,Other,Neutral,No,Slightly liberal
Female,54,108,14,Discover,Highly satisfied,No,Slightly liberal
Female,25,24,18,Discover,Highly dissatisfied,No,Slightly conservative
Male,51,73,14,Other,Highly satisfied,No,Liberal
Female,27,39,12,Mastercard,Highly satisfied,No,Slightly liberal
Female,64,52,9,American Express,Somewhat satisfied,No,Extremely liberal
Female,75,106,9,Mastercard,Highly satisfied,Yes,Moderate
Male,21,18,16,Discover,Highly dissatisfied,No,Slightly liberal
Female,57,107,17,Discover,Neutral,No,Moderate
Female,44,106,21,American Express,Highly satisfied,Yes,Conservative
Male,51,22,13,Discover,Neutral,No,Slightly conservative
Female,36,35,19,Mastercard,Somewhat satisfied,No,Moderate
Male,25,19,12,Mastercard,Highly dissatisfied,No,Slightly conservative
Male,39,76,15,American Express,Somewhat dissatisfied,No,Conservative
Female,35,34,14,Mastercard,Neutral,No,Liberal
Female,22,21,12,Visa,Somewhat dissatisfied,No,Slightly conservative
Male,26,18,12,Visa,Highly dissatisfied,No,Slightly conservative
Female,55,50,13,Mastercard,Neutral,No,Moderate
Male,51,66,19,Visa,Highly satisfied,No,Moderate
Male,20,31,15,Discover,Highly dissatisfied,No,Moderate
Male,39,70,20,Mastercard,Highly satisfied,No,Conservative
Male,74,121,8,Mastercard,Highly satisfied,No,Conservative
Female,57,62,10,Visa,Somewhat satisfied,No,Moderate
Female,56,72,11,Visa,Highly dissatisfied,No,Extremely conservative
Male,61,11,9,Mastercard,Somewhat satisfied,No,Slightly liberal
Female,44,42,16,Visa,Somewhat dissatisfied,No,Liberal
Female,48,46,17,American Express,Highly dissatisfied,No,Slightly liberal
Male,77,23,12,Visa,Somewhat satisfied,No,Conservative
Male,51,90,16,Discover,Highly dissatisfied,Yes,Liberal
Male,54,36,17,American Express,Somewhat dissatisfied,No,Slightly liberal
Female,54,40,16,American Express,Somewhat dissatisfied,No,Extremely liberal
Female,79,27,11,Discover,Highly dissatisfied,No,Slightly conservative
Female,43,102,16,Discover,Somewhat dissatisfied,No,Extremely liberal
Female,75,32,16,Mastercard,Highly satisfied,No,Moderate
Male,25,25,16,Mastercard,Highly dissatisfied,No,Slightly conservative
Male,70,12,20,American Express,Somewhat satisfied,No,Slightly liberal
Male,18,17,13,Mastercard,Highly dissatisfied,No,Slightly liberal
Male,60,168,13,Mastercard,Neutral,No,Conservative
Male,46,31,11,Visa,Highly satisfied,No,Slightly liberal
Male,29,30,11,Other,Somewhat dissatisfied,No,Conservative
Female,32,35,12,Mastercard,Somewhat dissatisfied,No,Slightly liberal
Male,63,70,11,Mastercard,Highly satisfied,No,Extremely conservative
Female,29,31,22,Discover,Highly dissatisfied,No,Moderate
Female,20,22,12,American Express,Highly dissatisfied,Yes,Extremely liberal
Female,36,29,15,Mastercard,Neutral,No,Liberal
Male,37,36,12,Discover,Somewhat dissatisfied,No,Moderate
Female,59,135,10,American Express,Highly satisfied,Yes,Slightly conservative
Female,64,9,19,Discover,Somewhat satisfied,No,Conservative
Male,78,24,21,Mastercard,Highly dissatisfied,No,Slightly liberal
Female,68,24,19,Mastercard,Highly dissatisfied,No,Slightly conservative
Female,77,131,10,Discover,Somewhat satisfied,No,Moderate
Female,56,296,20,American Express,Somewhat satisfied,No,Conservative
Male,61,9,14,Visa,Highly dissatisfied,No,Moderate
Female,30,63,16,Visa,Neutral,No,Slightly liberal
Male,27,53,21,Discover,Highly dissatisfied,No,Moderate
Female,35,21,12,Other,Highly dissatisfied,No,Conservative
Female,60,38,15,Other,Highly satisfied,No,Liberal
Female,26,21,14,American Express,Highly dissatisfied,No,Slightly liberal
Female,27,21,16,Visa,Highly dissatisfied,No,Conservative
Male,36,55,15,American Express,Somewhat dissatisfied,No,Slightly liberal
Female,75,11,19,American Express,Somewhat dissatisfied,No,Moderate
Female,59,44,19,Discover,Highly satisfied,No,Moderate
Female,34,53,16,Mastercard,Highly satisfied,Yes,Moderate
Female,73,14,10,Other,Highly satisfied,No,Slightly liberal
Male,67,23,10,Other,Somewhat satisfied,No,Slightly conservative
Female,63,254,21,Discover,Neutral,Yes,Moderate
Male,20,15,12,American Express,Somewhat dissatisfied,No,Moderate
Female,31,24,12,Visa,Neutral,No,Moderate
Female,51,28,15,Discover,Neutral,No,Slightly liberal
Male,68,58,15,American Express,Highly satisfied,No,Liberal
Male,53,52,11,Mastercard,Highly satisfied,No,Liberal
Female,26,23,18,Visa,Highly dissatisfied,No,Slightly liberal
Female,20,22,12,Visa,Highly dissatisfied,No,Slightly conservative
Female,19,20,14,Visa,Somewhat dissatisfied,No,Moderate
Female,23,33,10,Other,Highly dissatisfied,No,Extremely conservative
Male,49,59,12,Visa,Neutral,No,Moderate
Male,37,52,19,Discover,Somewhat satisfied,Yes,Moderate
Female,44,88,17,Visa,Neutral,No,Liberal
Male,41,52,11,Visa,Highly satisfied,No,Moderate
Female,49,104,19,Mastercard,Neutral,Yes,Conservative
Female,33,57,19,American Express,Neutral,No,Moderate
Female,69,26,10,Other,Neutral,No,Slightly liberal
Male,43,77,19,American Express,Highly dissatisfied,No,Moderate
Male,51,100,8,Discover,Highly satisfied,Yes,Conservative
Male,40,33,16,Visa,Somewhat satisfied,No,Slightly liberal
Female,27,21,17,Mastercard,Somewhat dissatisfied,No,Extremely conservative
Male,64,47,15,Mastercard,Highly satisfied,No,Conservative
Female,22,24,14,Visa,Highly dissatisfied,No,Slightly conservative
Female,58,9,14,American Express,Neutral,No,Moderate
Female,60,26,17,Discover,Somewhat dissatisfied,No,Liberal
Male,63,66,18,Discover,Neutral,Yes,Slightly conservative
Female,33,26,16,Discover,Somewhat dissatisfied,No,Moderate
Female,63,23,13,Visa,Somewhat satisfied,No,Moderate
Female,74,27,11,American Express,Somewhat satisfied,No,Slightly conservative
Male,61,38,13,Mastercard,Somewhat dissatisfied,No,Slightly liberal
Male,45,40,11,Visa,Somewhat satisfied,No,Conservative
Female,35,160,18,Discover,Neutral,No,Conservative
Female,75,10,9,Other,Neutral,No,Moderate
Male,48,41,11,Discover,Neutral,No,Moderate
Male,47,92,12,Discover,Somewhat dissatisfied,No,Slightly conservative
Male,49,86,16,Mastercard,Somewhat satisfied,No,Moderate
Female,51,27,18,American Express,Neutral,No,Conservative
Male,26,17,12,Discover,Highly dissatisfied,Yes,Slightly conservative
Male,49,116,19,American Express,Somewhat satisfied,No,Liberal
Female,63,66,8,Mastercard,Neutral,No,Extremely conservative
Female,27,24,15,Visa,Somewhat satisfied,No,Conservative
Female,79,10,19,Discover,Highly dissatisfied,No,Moderate
Female,49,70,11,Mastercard,Somewhat satisfied,No,Conservative
Female,59,257,16,Mastercard,Highly satisfied,No,Moderate
Male,23,20,15,Other,Highly dissatisfied,No,Slightly liberal
Male,23,24,12,Visa,Somewhat dissatisfied,No,Slightly liberal
Female,69,16,16,Mastercard,Somewhat satisfied,No,Liberal
Male,20,25,14,Visa,Somewhat dissatisfied,No,Slightly liberal
Female,61,49,20,Visa,Neutral,Yes,Moderate
Female,30,28,17,Visa,Somewhat dissatisfied,Yes,Liberal
Female,75,122,18,Discover,Highly satisfied,No,Slightly conservative
Male,70,12,7,American Express,Somewhat dissatisfied,Yes,Moderate
Female,52,98,12,Visa,Neutral,No,Moderate
Female,35,37,19,Discover,Neutral,No,Slightly liberal
Male,78,107,11,American Express,Somewhat satisfied,Yes,Extremely liberal
Female,31,46,17,Visa,Neutral,No,Moderate
Male,39,49,14,American Express,Somewhat dissatisfied,No,Slightly conservative
Male,29,65,15,Discover,Highly satisfied,Yes,Conservative
Male,45,54,13,Mastercard,Somewhat satisfied,No,Moderate
Male,25,25,14,Mastercard,Highly dissatisfied,No,Liberal
Male,40,65,20,Discover,Highly satisfied,Yes,Extremely liberal
Male,34,24,21,American Express,Somewhat satisfied,No,Moderate
Female,62,28,16,Discover,Somewhat satisfied,Yes,Slightly conservative
Female,33,27,18,Discover,Highly dissatisfied,No,Slightly liberal
Female,47,76,12,American Express,Somewhat dissatisfied,No,Slightly liberal
Male,30,22,18,Mastercard,Somewhat satisfied,No,Moderate
Female,47,44,17,Visa,Somewhat dissatisfied,No,Liberal
Male,52,64,19,American Express,Somewhat dissatisfied,Yes,Moderate
Male,67,51,16,American Express,Highly satisfied,No,Conservative
Female,70,107,11,Visa,Neutral,No,Conservative
Female,32,25,9,Other,Highly satisfied,No,Conservative
Female,79,24,13,Visa,Neutral,No,Slightly liberal
Male,55,69,17,American Express,Neutral,No,Liberal
Male,53,42,20,Visa,Somewhat dissatisfied,No,Moderate
Female,59,53,21,Discover,Highly dissatisfied,No,Liberal
Female,57,35,18,Discover,Neutral,No,Extremely liberal
Female,77,108,15,Discover,Highly satisfied,No,Liberal
Male,49,50,12,Visa,Highly satisfied,No,Conservative
Female,79,9,12,Visa,Somewhat satisfied,No,Slightly conservative
Male,29,59,18,American Express,Highly dissatisfied,No,Conservative
Female,44,74,14,Mastercard,Highly dissatisfied,No,Moderate
Female,73,46,13,Discover,Somewhat dissatisfied,No,Slightly liberal
Female,43,29,8,American Express,Highly dissatisfied,Yes,Conservative
Female,65,11,11,Mastercard,Highly satisfied,No,Moderate
Male,55,27,17,Other,Highly dissatisfied,No,Slightly liberal
Female,22,23,17,American Express,Highly dissatisfied,Yes,Moderate
Female,20,24,15,Mastercard,Highly dissatisfied,No,Moderate
Female,60,80,8,Discover,Highly satisfied,Yes,Extremely conservative
Female,66,10,9,Other,Somewhat satisfied,No,Slightly conservative
Female,63,108,20,Discover,Somewhat dissatisfied,Yes,Slightly liberal
Female,29,25,17,American Express,Highly dissatisfied,No,Slightly liberal
Female,79,22,12,Discover,Highly satisfied,No,Conservative
Male,39,66,14,Mastercard,Somewhat satisfied,No,Liberal
Male,60,72,16,Mastercard,Highly satisfied,No,Conservative
Female,48,67,13,Mastercard,Highly satisfied,No,Conservative
Female,63,10,11,Mastercard,Somewhat satisfied,No,Moderate
Female,20,24,10,Visa,Somewhat satisfied,No,Slightly conservative
Female,60,31,13,Visa,Highly dissatisfied,No,Conservative
Male,46,30,13,Mastercard,Neutral,No,Liberal
Male,21,17,9,Other,Highly dissatisfied,No,Slightly liberal
Female,31,32,15,Visa,Highly dissatisfied,No,Slightly conservative
Male,50,98,8,Discover,Somewhat satisfied,No,Slightly conservative
Female,41,77,11,Mastercard,Neutral,No,Moderate
Female,41,44,14,Discover,Highly dissatisfied,No,Conservative
Female,26,46,19,Other,Highly dissatisfied,No,Moderate
Male,53,34,14,Discover,Neutral,No,Slightly conservative
Female,25,23,19,Visa,Highly dissatisfied,No,Slightly liberal
Female,56,93,17,American Express,Somewhat satisfied,No,Moderate
Male,74,151,10,Visa,Highly satisfied,No,Moderate
Female,30,34,14,Visa,Somewhat dissatisfied,No,Slightly liberal
Male,71,124,12,Visa,Highly satisfied,No,Slightly conservative
Female,68,121,16,Mastercard,Neutral,No,Conservative
Female,30,25,16,Mastercard,Neutral,No,Moderate
Female,32,30,14,Visa,Highly dissatisfied,No,Moderate
Male,39,33,14,Discover,Neutral,No,Slightly conservative
Male,71,33,15,Mastercard,Neutral,Yes,Conservative
Male,40,59,10,Visa,Somewhat satisfied,No,Liberal
Female,77,9,10,American Express,Highly satisfied,No,Conservative
